shoulder_angle,torso_angle,shoulder_distance,vertical_offset,label
-0.6648304599734067,0.07332592091289176,-0.2760977418905851,4.734684989238722,0
0.09106174814672235,0.12417511359792029,3.714007487509422,-1.5654420652699648,0
-1.057152619337711,-0.8272071127407666,1.9037656518128114,-2.7581782063075497,0
0.19427662851086885,1.0045332726917606,-2.27156589234258,0.6080131912097515,0
-0.0875845517792012,-0.6978248785716008,1.1181499460800122,1.444102010252287,0
-0.2787049011209453,0.7746187604213894,1.7450343712419627,-0.4608157476895379,0
-0.9549328403600772,0.3318524894973479,3.336282596303166,2.9084103266420684,0
0.31600606394182995,-0.5325618478750425,4.409282716420934,-2.6693655994464978,0
-0.31261550379714687,1.4028097140876097,-2.0873804795696715,1.3928422460632222,0
-0.6929441014261728,-0.9736854654051841,-1.5837807780258457,-1.2027156415177866,0
-1.7159503279689896,0.7173383388880012,-2.7079036472865408,3.4461628124145935,0
-0.00817394303038175,0.7834688544343826,-0.1674006477674534,3.993365706336237,0
1.0713659580018464,-0.5500461672613158,1.5774049361158364,-1.5252981755666957,0
1.005568528728722,1.1033052400514631,2.8766392914727548,-1.0903012718171603,0
-0.2648447539517631,-0.21045321167916223,0.21783344089369308,1.7285887739596038,0
-0.3577242362170683,0.22125490342388565,-0.3906288081371098,-0.7706582995790292,0
0.28895755364501424,0.1982424710169766,0.789497980621851,-0.08312943586447644,0
-0.5886222635129749,-0.12222499317643824,-1.6777782540750574,0.061185841084820364,0
0.1915731398916796,0.6335776185278257,5.635453804236933,-3.8288483123953125,0
0.46904816703081414,0.6214009764417704,-3.602788567795147,-0.018275492188474497,0
0.7448029343305845,-1.4102665785905448,0.8806254472393111,-1.3708125481283477,0
-0.05531844588797166,1.031785194302522,5.478974548074099,-0.9814716447995441,0
-0.12161025010617953,-1.3454825904285397,0.4364076113999944,2.8878580069376283,0
-0.5250435520539366,0.8087279634733259,-0.04449758750373617,-2.511267788558513,0
-0.495228212423916,0.8900581094620666,-0.4633075570260679,1.6273103734959544,0
-0.13438333514091605,-0.8823561441721587,-0.033390204406019586,-0.5564218606636171,0
0.22351530408970682,-0.33541043036366786,3.8486751866913256,-0.5564243369916688,0
0.5831467757399497,-0.9014487347887487,-5.081586778323767,1.6157397921034227,1
-0.44400237040820684,-0.18497682423098827,4.283924253240814,0.7180075891377808,1
0.935786141375713,-0.256731427348593,-3.1115348811253627,1.181398994439062,1
-0.11528416062554127,0.6076324258154719,-0.22051982308603696,1.9837593210657223,1
0.03809562339093831,1.0317439968956867,-0.6289750507466546,-0.6117007663666455,1
-0.387863007488694,1.099134048631965,1.9153841744267992,-1.1640094690155005,1
-1.394543156163765,-0.46635342126264173,-3.544547879709369,-2.110300053115596,1
0.5774682378166298,-0.17773249899562224,1.605102665204857,-1.6037800599579102,1
0.48201133825546005,-1.3541255537767602,5.511221058217131,5.9380938506174505,1
-0.11205953427092802,-0.660555053196951,-2.967045011482026,2.5460961614735735,1
0.08627443033492316,0.7561783064779661,0.9249714190259892,-2.656068732416043,1
0.3505315306224597,1.2840902588385854,-1.2059154444915228,-2.6039479134871404,1
-0.9024845141319255,-0.9943250975039377,1.5262880154825895,0.998775123436983,1
-0.28605660640777686,-0.4730944073223154,0.5588134435393801,1.1259045947559339,1
0.3368063011904186,0.9843933724277756,2.5746219380412345,-5.8514213800045365,0
-0.1439764761322187,-0.060735207492825405,-4.863535550878739,4.114941049003326,0
-0.06790755600174013,0.7514084216464694,0.2078752493968275,2.184904308433344,0
0.20136171449561444,-0.3008116162944415,-1.0498906394599041,-0.7479674498499921,0
0.054895803775998245,-1.3692052694613752,1.5381193765853887,0.04099809948119685,0
-1.327628223648521,-0.7448247905036436,1.6361184684205052,-2.3393566946351236,0
-0.13005177834511628,1.2474660148065584,-1.297098737055065,3.3992737556217305,0
-0.5060678605561881,-0.22622946546344336,-1.301241660440109,3.7993533895462233,0
0.11113385134510723,-0.20488018350001447,0.2079015786066764,0.3193944564930492,0
1.7932804015620458,-0.25076355701990444,-1.7504645682880204,2.0491862883706893,0
0.22195399928458262,1.5121112716584055,2.5994822386303174,0.3520385578678477,0
-0.18550081170343874,1.2888691322896508,-0.42173800111861537,-2.6708338777518614,0
0.5536729011863514,1.7631681867585072,-6.767025548304104,-0.8230547379273145,0
0.2908157323255276,-0.13902116832004102,-0.4372681415545153,0.26505893354391413,0
0.2562426942711048,0.22491459099767605,-2.096385552109931,-0.9049094374868883,0
0.3691043559294026,-1.2251730395366331,-3.5772325386523636,-0.432312554870072,0
1.2388911388977248,1.1694045408946196,-2.592170595556431,-0.1778341150182289,0
-0.6747150611955494,-0.9487326410143481,0.7807011795824251,-0.15793899573092263,0
0.28524024608687265,0.15699345101010329,3.833758070620578,0.10557798099496643,0
-0.548294677988923,-0.8936640221062753,1.30080718466245,-2.1136761327932017,0
0.343207587805349,-0.48449746139095684,-0.9952274705393491,-1.4241322982558724,0
-0.5406399068916565,-0.6822229448397603,1.6658014879267566,-2.558596531399939,0
-0.2395060881630506,-0.4987902085406543,-0.6210427755474794,1.9665450993724007,0
-0.16989094854274378,-0.4421891625191829,-1.2113039229078617,-4.204130883680649,0
0.5869690316068255,-0.44753103594006166,-2.365705670582461,2.3086596866338507,0
0.5571576663654483,0.6587821294242457,-3.8621230168792975,2.778783794525687,0
-0.7344024258678307,-0.8907012344500161,-0.4580922663986132,-0.5913331739652428,0
0.045811466599909235,0.1685421416110935,0.9094737248003296,-5.193423175654597,0
-0.4130599128495036,0.9659303218444467,0.27103682496277576,-0.709933123934581,0
-0.7372759464052007,-0.41612509161071687,-0.5291423198683967,-0.11054132257763856,0
-0.11473423025462225,-0.5800861125980814,-1.8609151517419527,-2.0057204398578268,0
-0.17059367307349182,-0.19046370014420066,2.0200454792124214,-1.0159407876164854,0
1.4687438918073132,0.9351881666885681,-2.7959127998664624,3.0731043977267025,0
0.2680788952164177,0.14379710476268617,2.4293537846086886,1.338157324603482,0
-0.8197305004525424,-0.4356894356860788,-2.018817547316812,-1.8422882287562,0
-0.33597340250256535,0.3730083209504318,-1.3990890933825875,-3.1923073391908643,0
0.614524977257639,-0.9012157198691387,-3.1946169765391925,-0.6523396352195422,0
1.2544976637219551,0.5247796083543584,-0.7847983672140917,-0.4254815587008765,0
-0.9506139873427749,0.3120958461614141,2.8982441461949473,0.9933743747266326,0
-1.111358631083427,-0.2701247769111073,1.746812221109891,-1.054037425135318,0
1.1504741052230694,-0.6952256387577849,2.899511280070088,1.0508941507237228,0
0.26876450642254235,-0.7362297378267659,1.7534243648348395,3.9053040801204584,1
-0.4830606391258199,0.40471286907672815,-2.308834571325923,1.668917044888525,1
0.36205045167346117,0.9618804019912496,-0.37861506081889346,-0.054904014661545174,1
-1.5340586434101267,-0.5359421976230359,-1.5042758227936566,-0.3189109421065894,1
0.0529513039582966,0.34020636284118744,3.7706732600976007,-0.6624202683597424,1
0.25815670370585114,-1.6970446148816551,-2.547969616065779,2.4227458249042892,1
0.6145740837226978,-0.4943231845257597,2.686007223472777,-1.1946148919026058,1
-0.5611955713755226,-0.046202146296721563,2.682056675271923,0.13758741799996513,1
0.09132729684201542,-0.745121733585467,5.024497504290218,0.14231080376217067,1
-0.49851777563575234,-0.7750640998316768,-0.5833264815737433,-0.9468313856230639,1
0.19941025340459026,-0.559936645175109,2.2325113989504053,-2.6987510957682015,1
-0.49623979341781443,0.21537818266109854,6.1531695913471065,0.6869170072353363,1
-0.20981750349613237,-0.15670921472509974,-1.0815331923342415,-0.0869649437107671,1
-0.5830852368741375,-1.7910129866599778,-3.3783766188308992,1.0148849388731398,0
0.3969727450941942,-1.701540122108053,-4.236262084769409,-1.0609096128783337,0
0.5151186699939992,-0.4980661422857403,2.2486130721533284,2.4416905976260956,0
-0.13971134197444826,0.35912626884284166,-4.244327520146459,-1.7524865624236896,0
0.036414796976017,-2.194722874180188,-0.44528863234480703,3.4375525680357852,0
-0.8578548487801265,-0.39917314092130457,1.5835199675974019,-3.4839730196565233,0
-0.15698598880407222,-0.4213152852139369,0.9627878420747851,0.8923601291137823,0
-0.011905770225046866,1.1062232225667583,1.5580951604604307,0.969078365053247,0
1.6013458546179848,-0.306738449370291,1.039800639502135,-1.5622441358817647,0
-0.6490752154644981,0.30247418779274277,3.683702533283483,0.8668928757220252,0
0.9001543432514625,0.11075771206997059,-1.8993609518469925,2.5806853395203175,0
0.6186892640794848,-1.6979031838457606,-1.2119768461463285,-4.413063678708129,0
0.17821184269408183,0.6282767733053899,-1.4804866131770598,1.0153196149816293,0
1.06566329051708,0.18607520436503036,2.5182025296565254,-4.976050640660155,0
0.23633628356411773,0.3989239117396717,2.642899470987659,-1.9182566070464162,0
0.25403151740075725,3.1200791651490616,1.5090752982962705,3.27886872980189,0
-0.010725391810527209,-1.6877493515988709,3.3462471672248197,-1.142417066784108,0
0.7620513294511765,1.3476653198088868,-2.553429168440952,-2.3198499288179453,0
0.6790535402865302,-0.2575420155202845,4.562689278877842,-0.3747034579693637,0
-0.36164437249772746,0.20781812352240744,4.2105165542806455,4.149574676327104,0
-0.7827723167592604,-0.06233779624099374,2.2438469931143668,-3.654588494412052,0
-0.11599438243739425,-0.36308406671843485,4.87707227192765,-2.096825823278689,0
-0.4689611386385878,-0.478815342591007,-3.7165370191944342,3.0059253663592527,0
-0.02146074476921306,0.2429569884584073,-0.8825443406566296,3.732058687075465,0
0.7576528808104835,-1.2263259573373433,-1.3910346517048806,-0.19167244858056784,0
-0.264004993052074,0.5942223340174124,2.260754309393358,-2.467729405053285,0
-0.021760028786944927,-0.33548652390820316,-2.153293849005364,4.195621003618318,0
0.04103664088503713,-0.8974574712322863,2.3910728733437137,3.1951077834983934,0
0.5191255293231708,-0.352763286396651,3.929106359991784,1.367960975524466,0
-1.3282546003907632,1.0133673734900583,2.2531512502099984,-1.60492569787484,0
-0.34063317685917804,-0.41674206961297855,1.231991559153753,-0.07467168167607346,0
0.1591452153676836,0.29863989456769624,-1.9487393522518728,-0.28834516208966154,1
0.7526473738561167,-0.5704050205723786,-1.5935724153134116,0.6943026092311555,1
-0.24984446850372308,0.6228584799388956,3.650650263241667,2.9472998762626723,1
-1.0803506236251244,0.5618131910321632,2.476172509763331,1.8044150822748064,1
0.41773586757968173,1.4914040666371293,0.43355520155613975,-2.1088431539695165,1
-0.3396644332953776,-0.13337215639937242,-0.5027038644147264,2.7945459000390755,1
-0.6735909954542167,0.5398918438063253,-4.517234682778442,0.6664732800263107,1
-0.3345482338279344,0.08237903163115565,-2.128343046711097,1.4141905917178326,1
-0.07605521459350972,1.0394954254904116,5.3197227178493085,2.967741718557206,1
-0.33993679872292765,-0.5838829100869842,-2.667731927506167,-2.2002504990271023,0
-1.3063986342594414,0.5840532503018249,1.0019895530527017,-0.05471015741292587,0
0.5447707181322793,-0.16947883689334536,3.0385079329879963,-1.05637810271843,0
0.7688470247672333,-0.0665175416867982,-2.627768670005731,-3.1317968507309115,0
0.3912891948037034,0.0552689875586983,0.9688551869527082,0.6937959552098398,0
-0.6816344022548899,0.18690731714134193,2.8476768437766378,5.024090103168847,0
-0.03757792036851078,-0.06746823449756655,0.6104943047681258,-3.5968384890115055,2
0.08181821086232516,0.1970145465364211,7.751817639166921,0.021169777901059353,2
0.4452116337371461,1.2871144460497477,-3.5925541471954885,1.367020870149547,2
0.48599029323084847,0.8127977484921747,3.2249353247096977,0.33114240331236233,2
-0.35526927926709745,0.7209166739975172,0.14554665650883913,-0.1410211050314808,2
0.13421733384813625,-0.3379326208190966,2.507069387091688,-2.5134127268916484,2
0.3577172427691447,-0.6840246625826595,1.6786478792481145,0.5489224858803272,2
0.9555583932880598,0.7944754465902023,-1.2611684927749915,-1.4314629540318526,2
0.5210739238948339,0.7453154340238355,1.1338169811483505,-4.281473409957107,2
0.5715050124253114,1.2208935406007855,-4.082187628495718,2.4872554410274614,2
0.15700397675761657,-0.43509150077538367,2.075128751428484,2.023479639684085,2
0.9524504871221022,-0.14701592428827764,1.304587164976314,0.2094969537021596,2
0.3474486775756984,-1.2788463300203474,2.155083421607756,0.5597403764114052,2
-0.41675574610414223,-0.28235588484869834,3.2057278127178757,2.2485330254311227,2
0.9415449820751144,0.8292694084635578,1.4755976005242772,0.5482023135561652,2
0.5178629635234165,-0.3402563033825584,0.9249325494956905,1.9071561095226288,2
-0.16860641267708934,0.544496836160659,-1.6575598416532307,-0.4977444017477003,2
-0.19292478043954603,-0.12330148479824908,-1.2525599091226274,2.7187384771478933,2
0.27060532708445706,0.28845762257724855,3.4919755504433274,0.7342314518653678,2
0.3641828771605508,-0.8653621118525339,4.1201605142649464,0.47437588721174806,2
0.21650835937872387,0.12558355970712085,-0.061022090780135096,-2.4419891774240643,2
0.29164020406573093,-2.343676776720579,0.6504868681331852,0.6787667086034175,2
1.1328754247458281,-0.10316492652958789,-1.7178579374844154,-1.5510088349889024,2
0.7585198913409313,-1.2608575949721124,3.476714113168612,-1.1609714530569883,2
0.2364073547590146,1.0074286132374528,2.227791059229447,-1.5087252566322422,2
0.6844843484604899,0.651680882211609,5.412184591159373,-2.01277186379845,2
-0.49781034211652364,0.40930978557286485,-1.626815692949347,4.371246806033923,2
0.36313922996808534,1.258441981727504,-0.37284074754554297,2.787061123976806,2
1.207088809839866,-0.7199272166598699,1.1496208063139308,3.9622400042885224,2
-0.007668537235424308,1.4407555583324465,2.1924568443144263,-2.322631039111128,2
-0.37895635717145093,0.7918792514083078,0.042722906130919114,0.272131499821785,2
-0.2587843331558364,-0.14355222977515683,-1.6007337261342511,-2.4545462504081916,2
-0.522181822405433,0.9519941177463553,2.7834918223089278,-1.259791754394128,2
-0.335366144876622,-0.8385038099293074,2.382545406363954,-1.7007629668331496,2
-0.08713685915401737,-0.6148443292221388,-1.7092342514093124,2.6143360128831232,2
-0.7063112115071852,-0.44264577859176035,3.9712510027637395,-0.6554303562035197,2
0.1437980003697618,-0.38141216645121223,3.506924772991509,2.271185667388033,2
0.6754713042719883,-0.8033281142082023,0.9162102431194823,1.3423467791770358,2
-0.41290670808815216,1.01830145367626,0.7784086559400909,4.739024504209578,2
1.0384843541850612,-0.1691565202958653,1.964621427789768,-2.831974446279448,2
0.4263732531165568,0.31843297468550363,-1.5754036756406455,2.638364479573598,2
0.7381923513744344,-0.42035009313094446,0.6554776979102054,2.4127257408014553,2
-0.2767497323112822,-1.4209936404388137,-4.80023486152295,-1.8288066760540693,2
0.6296941362399695,0.25074088671313766,2.771969113757339,2.1312456729463194,2
-0.5380073402371879,-1.4953269803358216,-3.3225230561046484,0.7894429260524576,2
0.6500735005019052,-0.02044323686837489,4.339620571072498,-0.33902751990681557,2
0.21735560387611874,-1.0601850310662484,-0.24492323491612578,-1.5336189739439992,2
0.4449267319908702,1.6243097993846465,0.05069454517205774,-1.3252429028983719,2
-0.591658763374911,0.7646991777397774,-0.9895547652112642,4.213322191571852,2
-0.4232029053659627,0.12075203301718435,-0.14003118480519094,0.11520463791496525,2
0.47217293095203083,1.0475933421237351,4.126627362870091,1.6780960030629184,2
-0.4521098025345205,-0.6387347819725887,-5.638656641337699,-1.4648997633351062,2
0.3977207752594738,0.47335450293607445,3.7739174652204692,-1.4399088924432777,2
-0.6982526838761475,0.1987043469749708,1.4271437027542704,2.2859996184998845,2
0.6322975276000008,0.250338065066936,-2.434742119643039,-2.5757594231030643,2
-0.6148519888611055,1.0584198000854144,-2.105740982623095,-0.705765535810543,2
0.4574619626077139,0.6271386822238418,4.772803568020508,0.1941368221444641,2
0.5028635601876005,0.2729589302600186,-1.7828851998568283,0.3502302036801048,2
-0.28802309105774493,-1.280737948982637,-2.3042312764898987,-0.22814657003231253,2
0.4843769402508361,-0.723201036223571,3.421535355911823,0.9268005621918461,2
0.29906135800013356,-0.05064214687657932,1.4221691907147855,1.528507511635623,2
-0.18057111371564297,0.11981589942132098,-1.763235941340997,1.61200909091866,2
-0.46232181044572485,-0.8597439797391391,1.1246604385115475,-1.8287966173356534,2
-1.0353924150035474,1.973833340462737,-1.9801657091006932,-0.42612719585759434,2
0.35157202837981616,1.2570952442028582,3.3358744960565128,2.5313077237538755,2
-0.798606662817233,0.5249746563139868,3.2354464121828337,1.9295693751477445,2
0.19611851966478494,0.1002784890269958,1.9108254970548577,-2.606806902962128,2
-0.019982929649349473,-0.12820017592092137,1.4832636531175414,0.8410458007044033,2
0.5455356652629173,-0.7212987680177885,4.981923312168434,-3.8184004987496207,2
-0.043258299693918506,0.10195741481509003,0.5777178184705631,0.23183880412073926,2
-0.060246671808254826,0.24549803211420054,-2.376353313552003,3.932956033491954,2
0.5762444225729774,-0.9546334603852995,1.701878782080767,-1.7586634345379726,2
0.3390318174504705,0.30608313379591795,5.793619623842785,-1.5306490909831643,2
0.328501574309667,-0.085044239059799,-1.9583617329646303,1.666867563145719,2
0.42082055388511574,-1.486937046301913,-0.3251529167349644,-2.9463430304192917,2
-0.7837712739242634,-0.6499040086236015,1.6186740952536316,-1.127938059770078,2
0.5907022079921891,-0.29282442673731546,0.4419338774856521,1.3295112751635054,2
0.5038262764081614,1.5488331258721524,-1.8795609509432862,-1.1322266953788063,2
-0.4739338771458983,0.4843824996270066,3.3794766405761774,-0.33586397442194327,2
-0.010296284204520778,-1.027689255279913,6.372617805043149,1.6245234206300692,2
0.11281562742342129,0.43066003153410964,1.0616496475597683,0.9794921670731225,2
0.05623592935896038,-1.1950971911506925,-1.6888447243400009,0.6705707925908038,2
0.3372489799411208,0.9090198431096587,-3.3010993126336876,-0.5413115585400775,2
0.9957060690987101,-0.33394072145430287,1.2161979530529523,0.8770082305379108,2
0.7860550366036971,-0.03208795099133668,3.331212358290644,-0.11047036019951323,2
-0.6500895160588438,1.103892318033752,1.7600843662384542,1.0528532198515694,2
0.5096499941836292,-0.9862798548674,0.5666513977028653,-0.8574560502359565,2
0.9316249917212457,-1.076743548090393,-0.8996801294732655,-0.23087294875908224,2
0.3649341124135216,-0.4272844610768039,-2.1572350817952244,-1.8470665851040278,2
0.7869142551115802,0.8699360808154533,2.6598063158122054,0.062310779987528195,2
1.3408012674204592,-1.174887860381474,2.8568810534639644,-1.4885627272576896,2
0.7486877276641888,-2.224434478488455,-3.292603466726833,-2.0936309003239866,2
0.28486015738503734,-0.31908508672719904,4.545769445451709,0.6525972957107763,2
0.7635160844508521,0.48356663992873633,2.0064150522350035,0.5619425517153207,2
0.2245806998581347,1.0032143997910634,4.070329612864484,1.703395469897145,2
0.15299382597097327,-0.3271780896683192,-2.7838783712127877,-0.7235991391501981,2
-0.07000654142823953,-0.285260285692802,-2.843291388538597,0.9569476936735114,2
1.0814370152992647,0.9672885874045978,0.19935272558175765,1.2449841445473264,2
-0.3435231995652008,-1.4516183597563366,1.8311950672379855,1.0370816156631895,2
1.0707566348068696,-0.26627362014640743,5.066748057317409,-1.4999713656042843,2
-0.08609862694001719,0.014303304626750503,3.4354854858589903,-0.6257694623882173,0
-0.038178539365035555,0.17523129379803962,0.9951980765805373,-1.1373020839121228,0
-0.2709476856957736,0.5526042040934876,3.0342986582993303,0.6652630206483952,0
0.11707499041687604,-1.0224773972373593,3.228299060893272,1.8663161446821386,0
-0.4514982413325541,1.3651917265036846,-0.9243597201456082,-0.4419704015532141,0
-0.6780692009625158,0.16246303713824162,-1.550406111354912,2.1306439314287733,0
0.3854367343401611,1.3051785192712873,0.6952066574241186,2.917043490972359,0
0.38582475053308646,-0.5908733964191915,2.64857331124486,-1.8245348381468394,0
-0.4637194557959954,1.4546285380462598,0.8317269966335441,-1.65497140759256,0
0.5452182584575598,0.6162173952278266,-3.4559532054774933,-0.2727451178106729,0
-0.36829863749919883,0.4412840686818868,-1.5266311098771057,0.6258733363783928,0
0.1624731428227887,0.19376956348251836,0.29556784101405487,-1.0385600275341018,0
0.5020364075674736,-0.1951228944595595,0.26089698918542437,2.714235357734289,0
-0.019677538822227805,0.9641833267790981,5.37306844197452,0.8486237230369024,0
0.2759175472846806,0.10459789587843757,-3.0740668559974953,0.08196709648147898,0
-0.299321786332543,-1.5845557628697218,1.6439741045896865,-2.861283047737055,0
-0.10783295005685829,-0.904208169365602,4.110285770820724,-2.621584632855014,0
-0.10561565852820422,-0.17976760175419784,6.06929736355699,0.5799185005636126,0
-0.43787600792414333,0.23041518653244408,-0.6163745579599031,-4.2551202523096725,0
-0.10230349786946925,-0.05631579111991667,1.6299836318004994,2.0290358192881435,0
-0.920394979318248,0.9592586318349307,1.8291918929966173,-0.3075316887446406,0
-0.2888982482852628,-1.5745764912309,0.9002793288832271,6.491979939189466,0
-0.38979213610896024,1.030718945326201,5.618921489298895,-3.572683930709373,0
-0.7120415132334866,0.8410277312470811,-1.1822910469763805,-1.2341906111087628,0
-0.6118396473458617,0.46735144240951015,-0.49608597266257703,1.1788621663477288,0
-0.28042175271695624,-0.11242079749075261,5.512290255511836,1.0056471810151941,0
-0.20421279068990544,0.46293582823610574,-1.5619632621246415,2.1464829099677005,0
-0.45546763971847437,-0.5692240543898791,-0.8653902073413473,-2.3928650567306162,0
-0.7737589985499367,0.6793775272165696,0.14197444142287508,-4.628376725937753,0
-0.27329649648451293,1.311551715459137,2.608915205323873,1.7164043906042907,0
0.10983297206838283,0.851603447983349,1.0213942683832835,-1.6554155459304691,0
0.35793467950133884,-0.5846289758459277,-2.7320833678806564,-4.036058728777276,0
-0.33256483186499275,0.27923085381848234,-0.8445114078179738,0.2920164919187632,0
-0.23995269328606042,-1.050093235006918,-1.0604550830305284,1.5941973764373547,0
-0.5490139853083864,0.44047324894054063,0.25730238694238605,-0.23710926424255452,0
-0.009857502224865852,0.34170673029003107,1.5079721465745728,-0.9066907723649785,0
-0.5016501805144887,-1.5138380716257314,1.4815553897199303,-0.3113174642918131,0
0.35221168794472,-0.9464240751298911,-4.022380385121005,-0.7328305248015657,0
-1.0635048951604666,-0.24006111739501373,3.0713614689021402,-2.6880792238803344,0
-0.20696480347147744,-0.251354797712661,1.0397251149915587,-1.4205483539808637,0
0.19007740351504526,-0.9779975483350443,3.8690411189847653,1.0519728100276289,0
0.1139037097935026,0.301482983481747,1.5194858182266797,0.6469600827530002,0
1.6235131983882978,0.19116388715240967,3.1634103943394054,0.3438126119336405,0
0.22028901474074453,-0.17019330558281548,1.5764422786253174,-1.979887963706759,0
-0.5919347581052061,-0.6197022001266904,3.7771713905068705,-0.3525083242713343,0
-0.047878548253443814,0.8255757011332508,1.7219905900444463,-4.344730092885709,0
-1.057104800079871,1.3128846904706362,0.17398588389273983,0.3655963277707795,0
-0.04358584957805652,-0.3985361870772297,6.101045801117205,2.8624894156271345,0
-0.4992396342004552,-0.5052225337238566,2.6420008056997304,-2.9476702640842114,0
0.5509801653360971,0.375657132329597,1.864961052511033,-1.1701093466355106,0
-0.3288241647573209,-0.297729503797589,-2.76045504134584,0.6591135574202591,0
-0.06855554947714797,-0.12110076053058733,-2.8031800436588443,2.5071892688549675,0
-0.37823870484264205,0.5849635213797372,1.1483427053546333,-0.8933532326002989,0
1.0783068111119987,-1.5443698700058344,0.811870994420602,-1.3495046585317927,1
-0.154840659670747,1.0416018598821355,-1.0849664125207905,-3.8999412848321664,1
1.139707226087521,0.047840419463473075,0.80081474903015,0.24704925861621274,1
0.5358810572709599,-0.3452905156497442,4.4176783201089895,4.131542080287488,1
0.3401560364012317,-0.08789032337715914,2.182642186375747,0.6056329239293518,1
0.2817038883905118,-0.047469515983585016,-2.4085202743818455,0.015906041632573364,1
0.29627937892975087,-1.4015800427559404,0.17199093214264077,0.7041656215339709,1
-1.109562547607366,1.185595581962589,-1.5627452021314023,0.02485699210279588,1
-0.12742503649045392,0.025685505816494772,-0.5188027910214028,-1.5861237445202596,1
0.563831782710593,0.3385427043579002,-0.5931491640741069,1.7032968313554107,1
0.01674168991553668,0.7455368164592342,-0.7434079565100129,0.4976030462235088,1
-0.802145908082145,-0.8253059660482402,-2.6887984299334873,0.07619450386731463,1
0.003600329653518329,0.3719315192281828,0.14243329620452466,-1.9156890545565,1
1.0538383097532946,-0.21323587271903488,-0.890575092118275,2.6383908638695184,1
0.40629764719986594,1.329819738698053,-1.7939834562812005,-1.209225529358675,0
-0.3227555024203812,-1.5404444405214057,-1.9559671785581116,1.1940576146355226,0
0.6084599122091623,1.0391829982420995,3.1557511478482754,0.8266372373679873,0
-0.29390850303112426,-0.18706117670248384,2.814132285350189,0.7185795185338523,0
-0.4658420955066222,0.6815598978748449,1.6757250926124871,0.16591684411239752,0
-0.45186987048817223,0.05858918724698648,3.140832663029493,-0.07183416343366175,0
-1.0548131318528546,0.9087994288203755,-1.72624095602997,4.784571985740877,0
0.28770142825092343,-0.316924571642249,1.350680799652451,2.373289290392346,0
-1.0926799270030099,-0.8890693401422498,0.17162892904208948,1.4516607899710243,0
-0.7349412987594575,1.1255104298168506,2.6083462597122846,0.2257233164067765,0
-1.2438878054471199,-0.10198251670571296,0.20646241861950604,2.0157794011933383,0
-0.049024815674535836,0.1653487788993685,-0.461077221025203,1.0386065527829038,0
-0.08960027616312324,0.9759455312358362,1.852716296402475,0.05300150554807132,0
-0.19481472791181842,-0.837349193675548,2.690209917978082,-0.6059256505318301,0
-0.6213606168023457,0.46480771811140587,-1.1708889871170043,-0.1576486753253764,0
-0.698346252061984,-0.48377480517031274,0.3482678216190597,-6.335857471756111,0
0.2835869181279445,-0.11787848451549748,-2.1447055841041323,0.42616667859528357,0
-0.32651315902509265,0.04331417230743111,-5.737972543732349,-0.9731341602207194,0
0.19087599292168683,-1.216604489157549,1.0133050785343225,3.186400996565768,0
-0.5236152116745334,-0.6388916342563479,2.04010939063658,0.04622214162350858,0
0.1185376456626494,1.0674543139305115,1.1761980227168138,-2.3680268390699237,0
0.7925388223896382,0.6965399508678365,-4.347863294385918,-0.0891883082562354,0
0.36261348023566997,-0.0626016618617879,-0.35044057519118643,-2.0813281701250084,0
-0.2402852909298882,0.18360776681031446,-5.020672400127703,0.9539778314249329,0
0.15579838221355644,-0.24431000450916615,3.944453769135462,0.5833737286789707,0
-0.1383141047181278,1.0773817086623858,-2.197687455295215,1.9217642622165352,0
0.017756110816836892,-0.16709306223533113,3.6552260236497407,-1.5687355833891308,0
-0.18251563128910217,0.17758267370787845,2.879014109210364,0.0808671924562936,0
-0.0859131235312347,0.908387115313652,-1.7388798813401543,-2.7173555908532707,0
0.14508301184450514,-0.6274651878767253,-2.3211873781693626,1.420816563849429,0
-0.5805392197491703,1.2412803475975152,1.3793755409658455,1.0532183608802441,0
-0.595031296193987,-1.2304131277947015,-1.6113800929576774,1.0061060420551418,0
-0.8204115322987267,1.295121704890239,0.7531286053955188,0.01595206271388224,0
-0.951859662702226,-0.3096294671615797,-0.7177849770172957,0.8378487815775818,0
-0.7235296153322877,-0.20487699826022543,-3.9661710361640834,3.2155182166171925,0
0.09856850408247751,-1.5261011369463544,-5.094171047811147,-0.567297514084028,0
-0.5339775092951304,-0.38321777390215434,1.039056621236493,0.278985367420169,0
0.30960067853865775,-0.8521532248215075,-0.9351873658265635,-2.1708205983628197,0
0.02180424925153712,-0.5009070762987781,-0.9227615422853307,-1.7355459231966646,0
-1.1645065280628322,-0.1337267726311037,2.1974015977344634,0.21222258618661477,0
0.42088035053301387,0.7418762915783246,3.387061691581112,2.2357620934038143,0
0.521475187355026,0.13919768112050063,-0.233293803404523,-0.47756564850314487,1
-0.558402604900912,0.22300032272089107,-0.4011567672746537,-0.43391805862424787,1
0.29338792573699496,-0.8977195110764499,1.6987155827847094,-0.7724974890087494,1
-0.4665089424455194,-0.7306992716821842,-2.9461169242489382,-1.0221233416886462,1
0.10952822604900123,1.4124770146810497,1.0021186368692425,0.6408689114176431,1
-0.6972350441729794,-0.6155838278105973,1.823716929555385,-2.933051290357289,1
-1.015851871520746,1.2983376016458366,2.152338521044073,2.621891153333455,1
